date,time,freq,dB
2022-07-26,10:30:25,461.499,8.2
2022-07-26,10:30:37,461.499,8.4
2022-07-26,10:30:40,461.499,8.0
2022-07-26,10:30:46,461.499,8.1
2022-07-26,10:30:49,461.499,8.3
2022-07-26,10:30:52,461.499,8.2
2022-07-26,10:32:02,462.325,78.7
2022-07-26,10:32:06,462.325,63.5
2022-07-26,10:51:20,462.325,81.2
2022-07-26,10:51:23,462.325,66.9
